Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 1237 sentence pairs
Counting words...
Counted words:
TEST_1_SRC 123
TEST_1_TAR 31
sentence, variant, correct, trajectory, translationtime, solvetime
"go from onest floor to landmark two .", "F ( first_floor & F ( landmark_2 ) )", True, , , 
"go from onest floor to landmark two .", "F ( third_floor & F ( landmark_2 ) )", False, , , 
"go from onest floor to landmark two .", "F ( second_floor & F ( landmark_2 ) )", False, , , 
"go from onest floor to landmark two .", "F ( landmark_2 & F ( landmark_2 ) )", False, , , 
"go from onest floor to landmark two .", "F ( first_floor & F ( landmark_1 ) )", False, , , 
"go from onest floor to landmark two .", "F ( first_floor & F ( landmark_3 ) )", False, , , 
"go from onest floor to landmark two .", "F ( third_floor & F ( landmark_1 ) )", False, , , 
"go from onest floor to landmark two .", "F ( third_floor & F ( landmark_3 ) )", False, , , 
"go from onest floor to landmark two .", "F ( second_floor & F ( landmark_1 ) )", False, , , 
"go to the first floor then move to the green room .", "F ( first_floor & F ( green_room ) )", True, , , 
"go to the first floor then move to the green room .", "F ( first_floor & F ( purple_room ) )", False, , , 
"go to the first floor then move to the green room .", "F ( third_floor & F ( green_room ) )", False, , , 
"go to the first floor then move to the green room .", "F ( second_floor & F ( green_room ) )", False, , , 
"go to the first floor then move to the green room .", "F ( first_floor & F ( yellow_room ) )", False, , , 
"go to the first floor then move to the green room .", "F ( first_floor & F ( orange_room ) )", False, , , 
"go to the first floor then move to the green room .", "F ( green_room & F ( green_room ) )", False, , , 
"go to the first floor then move to the green room .", "F ( first_floor & F ( first_floor ) )", False, , , 
"go to the first floor then move to the green room .", "F ( first_floor & F ( landmark_2 ) )", False, , , 
"avoid landmark two until after the orange room", "~ ( landmark_2 ) U ( orange_room )", True, , , 
"avoid landmark two until after the orange room", "~ ( orange_room ) U ( orange_room )", False, , , 
"avoid landmark two until after the orange room", "~ ( landmark_1 ) U ( orange_room )", False, , , 
"avoid landmark two until after the orange room", "~ ( yellow_room ) U ( orange_room )", False, , , 
"avoid landmark two until after the orange room", "~ ( landmark_3 ) U ( orange_room )", False, , , 
"avoid landmark two until after the orange room", "~ ( green_room ) U ( orange_room )", False, , , 
"avoid landmark two until after the orange room", "~ ( purple_room ) U ( orange_room )", False, , , 
"avoid landmark two until after the orange room", "~ ( landmark_2 ) U ( yellow_room )", False, , , 
"avoid landmark two until after the orange room", "~ ( orange_room ) U ( yellow_room )", False, , , 
"go to landmark two always avoiding the purple room .", "F ( landmark_2 & ~purple_room )", True, , , 
"go to landmark two always avoiding the purple room .", "F ( landmark_3 & ~purple_room )", False, , , 
"go to landmark two always avoiding the purple room .", "F ( purple_room & ~purple_room )", False, , , 
"go to landmark two always avoiding the purple room .", "F ( landmark_2 & ~green_room )", False, , , 
"go to landmark two always avoiding the purple room .", "F ( landmark_2 & ~blue_room )", False, , , 
"go to landmark two always avoiding the purple room .", "F ( landmark_1 & ~purple_room )", False, , , 
"navigate to the first floor through the third floor .", "F ( third_floor & F ( first_floor ) )", True, , , 
"navigate to the first floor through the third floor .", "F ( first_floor & F ( first_floor ) )", False, , , 
"navigate to the first floor through the third floor .", "F ( third_floor & F ( third_floor ) )", False, , , 
"navigate to the first floor through the third floor .", "F ( first_floor & F ( third_floor ) )", False, , , 
"navigate to the first floor through the third floor .", "F ( third_floor & F ( second_floor ) )", False, , , 
"navigate to the first floor through the third floor .", "F ( second_floor & F ( first_floor ) )", False, , , 
"navigate to the first floor through the third floor .", "F ( third_floor & F ( landmark_2 ) )", False, , , 
"navigate to the first floor through the third floor .", "F ( first_floor & F ( second_floor ) )", False, , , 
"avoid the green room and navigate to the yellow room .", "F ( yellow_room & ~green_room )", True, , , 
"avoid the green room and navigate to the yellow room .", "F ( green_room & ~green_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( orange_room ) U ( red_room )", True, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( orange_room ) U ( orange_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( red_room ) U ( red_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( red_room ) U ( orange_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( orange_room ) U ( green_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( yellow_room ) U ( red_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( yellow_room ) U ( orange_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( orange_room ) U ( yellow_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( green_room ) U ( red_room )", False, , , 
"go to or through the red room always avoid going to the red room through the orange room", "~ ( green_room ) U ( orange_room )", False, , , 
"go to third floor without going into the blue room", "F ( third_floor & ~blue_room )", True, , , 
"go to third floor without going into the blue room", "F ( third_floor & ~purple_room )", False, , , 
"go to third floor without going into the blue room", "F ( first_floor & ~blue_room )", False, , , 
"go to third floor without going into the blue room", "F ( third_floor & ~landmark_1 )", False, , , 
"go to third floor without going into the blue room", "F ( third_floor & ~orange_room )", False, , , 
"go to third floor without going into the blue room", "F ( second_floor & ~blue_room )", False, , , 
"go to third floor without going into the blue room", "F ( third_floor & ~red_room )", False, , , 
"go to third floor without going into the blue room", "F ( third_floor & ~landmark_2 )", False, , , 
"go to third floor without going into the blue room", "F ( third_floor & ~yellow_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( green_room & ~red_room )", True, , , 
"avoid the red room and navigate to the green room .", "F ( red_room & ~red_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( green_room & ~green_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( green_room & ~purple_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( green_room & ~orange_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( green_room & ~blue_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( red_room & ~green_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( red_room & ~purple_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( red_room & ~orange_room )", False, , , 
"avoid the red room and navigate to the green room .", "F ( red_room & ~blue_room )", False, , , 
"move to the red room without leaving the second floor .", "F ( red_room ) & G ( second_floor )", True, , , 
"move to the red room without leaving the second floor .", "F ( red_room ) & G ( first_floor )", False, , , 
"move to the red room without leaving the second floor .", "F ( red_room ) & G ( third_floor )", False, , , 
"move to the red room without leaving the second floor .", "F ( green_room ) & G ( second_floor )", False, , , 
"move to the red room without leaving the second floor .", "F ( orange_room ) & G ( second_floor )", False, , , 
"move to the red room without leaving the second floor .", "F ( yellow_room ) & G ( second_floor )", False, , , 
"move to the red room without leaving the second floor .", "F ( second_floor ) & G ( second_floor )", False, , , 
"move to the red room without leaving the second floor .", "F ( purple_room ) & G ( second_floor )", False, , , 
"go to the third floor via the blue room .", "F ( blue_room & F ( third_floor ) )", True, , , 
"go to the third floor via the blue room .", "F ( blue_room & F ( first_floor ) )", False, , , 
"go to the third floor via the blue room .", "F ( blue_room & F ( second_floor ) )", False, , , 
"go to the third floor via the blue room .", "F ( blue_room & F ( blue_room ) )", False, , , 
"go to the third floor via the blue room .", "F ( purple_room & F ( third_floor ) )", False, , , 
"go to the third floor via the blue room .", "F ( third_floor & F ( third_floor ) )", False, , , 
"go to the third floor via the blue room .", "F ( orange_room & F ( third_floor ) )", False, , , 
"go to the third floor via the blue room .", "F ( yellow_room & F ( third_floor ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( green_room & F ( green_room ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( yellow_room & F ( green_room ) )", True, , , 
"go to the yellow room then go to the green room .", "F ( green_room & F ( yellow_room ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( green_room & F ( orange_room ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( yellow_room & F ( orange_room ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( orange_room & F ( green_room ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( orange_room & F ( yellow_room ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( green_room & F ( landmark_2 ) )", False, , , 
"go to the yellow room then go to the green room .", "F ( green_room & F ( purple_room ) )", False, , , 
